1,0.08339904182193066,-0.07857374263317851,-0.086897354649824
2,-6.95896907405268,-7.443276053227324,-0.24690788693429777
3,0.04800534891768357,0.1601875444799703,-0.07879811333334749
6,-4.014379112933229,4.17485105878143,-0.0920679413967479
12,3.5225219156384266,5.700024384062471,-1.5557168536302808
24,1.496468758105252,6.141559528109378,-4.313716120656453
49,2.271156234599943,6.165729245157798,-3.5812130647530616
98,5.687310784592455,6.104204176184864,-0.8732333470852569
7,0.7881921996287075,-1.5580173120279686,-0.6984691621684993
14,-6.365693707424753,-6.3270035307092565,-0.03583129528046358
15,1.4156054226475245,-0.4597544559856103,0.6696167569778253
30,-2.6731953038448037,1.001635369375984,0.5194183023474981
60,0.664197030879908,-0.19187082397171443,0.08461179865805321
120,-0.12421301864144575,-1.4779222297257595,-0.14508206567331872
241,-1.8673746169538192,8.564462209057965,-0.6329770694749022
482,0.030878848662232068,9.135789281473782,-2.093994494736002
965,-2.1549814943954537,7.86953558707073,-1.2569962670011945
1930,-9.486710544174677,5.105948979400859,0.04640525024636466
121,0.3338788113113844,0.7463812851428304,-0.04671185554622236
243,6.818176956208798,-6.43030472275288,0.08658448035441735
61,-8.099885863464346,-1.7992223993187892,1.1541018159933885
31,4.956391869423018,2.1103885901677484,1.7373089594147815
62,4.154197777163012,6.298667770511296,-0.845040913969485
63,6.170152029684797,-1.4289691025937936,3.44426628879103
126,6.581686145939495,-5.494386963135199,1.0210054543499412
